sale_id,sale_date,product_id,region,channel,liters_sold,list_price_per_liter,discount,net_price_per_liter,revenue_eur
600347,28.02.2024,4,Liguria,Restaurant,127,3.3,0.009,3.27,415.29
600348,28.02.2024,1,Piemonte,Restaurant,10,3.2,0.05,3.04,30.4
600349,28.02.2024,7,Piemonte,Store,307,4.5,0.014,4.44,1363.08
600350,28.02.2024,6,Liguria,Store,258,3.1,0.01,3.07,792.06
600351,28.02.2024,4,Lombardia,Store,298,3.3,0.056,3.12,929.76
600352,29.02.2024,1,Piemonte,Store,373,3.2,0.032,3.1,1156.3
600353,29.02.2024,6,Toscana,Store,336,3.1,0.073,2.87,964.32
600354,29.02.2024,1,Lombardia,Restaurant,35,3.2,0.046,3.05,106.75
600355,29.02.2024,2,Lombardia,Restaurant,311,3.6,0.022,3.52,1094.72
600356,29.02.2024,4,Lombardia,Private,218,3.3,0.026,3.21,699.78
600357,29.02.2024,3,Liguria,Store,351,3.9,0,3.9,1368.9
600358,01.03.2024,5,Emilia-Romagna,Store,430,2.8,0.031,2.71,1165.3
600359,01.03.2024,1,Lombardia,Store,173,3.2,0.062,3,519
600360,01.03.2024,4,Emilia-Romagna,Store,244,3.3,0.024,3.22,785.68
600361,01.03.2024,2,Piemonte,Private,298,3.6,0.03,3.49,1040.02
600362,01.03.2024,4,Aosta,Store,33,3.3,0.026,3.21,105.93
600363,01.03.2024,4,Lombardia,Store,446,3.3,0.011,3.26,1453.96
600364,02.03.2024,5,Lombardia,Store,520,2.8,0.06,2.63,1367.6
600365,02.03.2024,1,Liguria,Store,1007,3.2,0.013,3.16,3182.12
600366,02.03.2024,2,Lombardia,Store,97,3.6,0.019,3.53,342.41
600367,03.03.2024,1,Liguria,Store,211,3.2,0.05,3.04,641.44
600368,03.03.2024,3,Emilia-Romagna,Store,125,3.9,0.028,3.79,473.75
600369,03.03.2024,6,Toscana,Store,34,3.1,0.028,3.01,102.34
600370,03.03.2024,3,Liguria,Store,190,3.9,0.033,3.77,716.3
600371,03.03.2024,7,Emilia-Romagna,Store,320,4.5,0.016,4.43,1417.6
600372,03.03.2024,2,Emilia-Romagna,Store,36,3.6,0.042,3.45,124.2
600373,03.03.2024,7,Lombardia,Store,43,4.5,0,4.5,193.5
600374,03.03.2024,2,Toscana,Store,192,3.6,0.034,3.48,668.16
600375,03.03.2024,2,Lombardia,Store,275,3.6,0.058,3.39,932.25
600376,03.03.2024,2,Toscana,Restaurant,198,3.6,0.019,3.53,698.94
600377,04.03.2024,1,Emilia-Romagna,Restaurant,107,3.2,0.011,3.16,338.12
600378,04.03.2024,1,Lombardia,Store,23,3.2,0.034,3.09,71.07
600379,04.03.2024,7,Liguria,Store,152,4.5,0.068,4.19,636.88
600380,04.03.2024,2,Emilia-Romagna,Store,250,3.6,0.045,3.44,860
600381,04.03.2024,3,Lombardia,Store,46,3.9,0.045,3.72,171.12
600382,04.03.2024,4,Toscana,Store,10,3.3,0,3.3,33
600383,04.03.2024,1,Piemonte,Store,273,3.2,0.008,3.17,865.41
600384,04.03.2024,5,Liguria,Store,240,2.8,0.029,2.72,652.8
600385,04.03.2024,3,Lombardia,,247,3.9,,3.83,946.01
600386,04.03.2024,3,Lombardia,Store,276,3.9,0.015,3.84,1059.84
600387,05.03.2024,3,Emilia-Romagna,Store,393,3.9,0.022,3.81,1497.33
600388,05.03.2024,6,Liguria,Restaurant,489,3.1,0.047,2.95,1442.55
600389,05.03.2024,6,Lombardia,Restaurant,461,3.1,0.026,3.02,1392.22
600390,05.03.2024,5,Lombardia,Restaurant,281,2.8,0.029,2.72,764.32
600391,06.03.2024,4,Aosta,Store,283,3.3,0.048,3.14,888.62
600392,06.03.2024,1,Lombardia,Store,341,3.2,0.014,3.16,1077.56
600393,06.03.2024,6,Lombardia,Restaurant,467,3.1,0,3.1,1447.7
600394,06.03.2024,1,Toscana,Restaurant,503,3.2,0,3.2,1609.6
600395,06.03.2024,6,Lombardia,Store,30,3.1,0.015,3.05,91.5
600396,07.03.2024,5,Emilia-Romagna,Store,345,2.8,0.011,2.77,955.65
600397,07.03.2024,4,Toscana,Private,268,3.3,0.047,3.14,841.52
600398,07.03.2024,2,Aosta,Store,69,3.6,0.026,3.51,242.19
600399,07.03.2024,2,Aosta,Restaurant,332,3.6,0.028,3.5,1162
600400,07.03.2024,1,Emilia-Romagna,Store,77,3.2,0.041,3.07,236.39
600401,07.03.2024,1,Lombardia,Store,238,3.2,0.028,3.11,740.18
600402,07.03.2024,7,Emilia-Romagna,Store,185,4.5,0.038,4.33,801.05
600403,07.03.2024,1,Piemonte,Store,110,3.2,0.015,3.15,346.5
600404,08.03.2024,2,Liguria,Store,396,3.6,0,3.6,1425.6
600405,08.03.2024,3,Lombardia,Store,405,3.9,0.04,3.74,1514.7
600406,08.03.2024,4,Emilia-Romagna,Store,175,3.3,0.028,3.21,561.75
600407,08.03.2024,3,Lombardia,Restaurant,79,3.9,0.056,3.68,290.72
600408,08.03.2024,6,Liguria,Store,295,3.1,0.027,3.02,890.9
600409,08.03.2024,6,Liguria,Store,274,3.1,0.041,2.97,813.78
600410,09.03.2024,7,Lombardia,Store,575,4.5,0.018,4.42,2541.5
600411,09.03.2024,4,Emilia-Romagna,Store,47,3.3,0.033,3.19,149.93
600412,09.03.2024,2,Liguria,Store,138,3.6,0.038,3.46,477.48
600413,09.03.2024,2,Toscana,Store,864,3.6,0,3.6,3110.4
600414,10.03.2024,2,Emilia-Romagna,Store,309,3.6,0.018,3.54,1093.86
600415,10.03.2024,1,Aosta,Store,141,3.2,0.019,3.14,442.74
600416,10.03.2024,6,Liguria,Store,363,3.1,0.031,3,1089
600417,10.03.2024,6,Toscana,Store,278,3.1,0.032,3,834
600418,10.03.2024,1,Liguria,Store,76,3.2,0.048,3.05,231.8
600419,10.03.2024,4,Lombardia,Store,34,3.3,0,3.3,112.2
600420,10.03.2024,3,Emilia-Romagna,Store,10,3.9,0.02,3.82,38.2
600421,10.03.2024,4,Lombardia,Store,81,3.3,0.019,3.24,262.44
600422,10.03.2024,1,Lombardia,Store,332,3.2,0.056,3.02,1002.64
600423,11.03.2024,1,Emilia-Romagna,Restaurant,669,3.2,0.034,3.09,2067.21
600424,11.03.2024,7,Emilia-Romagna,Restaurant,281,4.5,0.006,4.47,1256.07
600425,11.03.2024,1,Liguria,Store,98,3.2,0.027,3.11,304.78
600426,11.03.2024,4,Piemonte,Restaurant,576,3.3,0.024,3.22,1854.72
600427,12.03.2024,1,Emilia-Romagna,Store,10,3.2,0.032,3.1,31
600428,12.03.2024,5,Lombardia,Restaurant,237,2.8,0.028,2.72,644.64
600429,12.03.2024,7,Emilia-Romagna,Restaurant,10,4.5,0.011,4.45,44.5
600430,12.03.2024,1,Toscana,Restaurant,236,3.2,0.044,3.06,722.16
600431,12.03.2024,6,Emilia-Romagna,Restaurant,471,3.1,0.023,3.03,1427.13
600432,12.03.2024,7,Piemonte,Restaurant,65,4.5,0.024,4.39,285.35
600433,12.03.2024,3,Lombardia,Restaurant,157,3.9,0.003,3.89,610.73
600434,12.03.2024,2,Liguria,Restaurant,438,3.6,0.035,3.47,1519.86
600435,13.03.2024,2,Piemonte,Store,414,3.6,0.006,3.58,1482.12
600436,13.03.2024,2,Toscana,Store,582,3.6,0.001,3.6,2095.2
600437,13.03.2024,1,Liguria,Store,512,3.2,0.058,3.01,1541.12
600438,13.03.2024,2,Piemonte,Store,116,3.6,0.02,3.53,409.48
600439,14.03.2024,3,Toscana,Store,644,3.9,0.045,3.72,2395.68
600440,14.03.2024,4,Emilia-Romagna,Restaurant,113,3.3,0.034,3.19,360.47
600441,14.03.2024,2,Lombardia,Store,750,3.6,0.074,3.33,2497.5
600442,14.03.2024,5,Lombardia,Store,117,2.8,0.015,2.76,322.92
600443,15.03.2024,2,Lombardia,Store,183,3.6,0.017,3.54,647.82
600444,15.03.2024,1,Lombardia,Store,268,3.2,0.048,3.05,817.4
600445,15.03.2024,1,Piemonte,Store,204,3.2,0.014,3.16,644.64
600446,15.03.2024,2,Liguria,Store,229,3.6,0.03,3.49,799.21
600447,15.03.2024,4,Lombardia,Store,247,3.3,0.039,3.17,782.99
600448,15.03.2024,1,Lombardia,Store,34,3.2,0.029,3.11,105.74
600449,15.03.2024,1,Lombardia,Store,198,3.2,0.056,3.02,597.96
600450,15.03.2024,1,Lombardia,Store,261,3.2,0.037,3.08,803.88
600451,16.03.2024,2,Liguria,Store,264,3.6,0.03,3.49,921.36
600452,16.03.2024,2,Emilia-Romagna,Restaurant,285,3.6,0.055,3.4,969
600453,16.03.2024,5,Liguria,Store,364,2.8,0.058,2.64,960.96
600454,16.03.2024,2,Lombardia,Store,324,3.6,0.03,3.49,1130.76
600455,16.03.2024,3,Lombardia,Restaurant,387,3.9,0,3.9,1509.3
600456,17.03.2024,5,Lombardia,Store,155,2.8,0.019,2.75,426.25
600457,17.03.2024,3,Liguria,Store,109,3.9,0.048,3.71,404.39
600458,17.03.2024,4,Liguria,Store,167,3.3,0.058,3.11,519.37
600459,17.03.2024,3,Liguria,Store,280,3.9,0.06,3.67,1027.6
600460,17.03.2024,4,Emilia-Romagna,Store,121,3.3,0.028,3.21,388.41
600461,17.03.2024,1,Lombardia,Store,87,3.2,0.025,3.12,271.44
600462,17.03.2024,2,Lombardia,Store,227,3.6,0.077,3.32,753.64
600463,17.03.2024,3,Emilia-Romagna,Store,168,3.9,0.036,3.76,631.68
600464,17.03.2024,4,Liguria,Restaurant,273,3.3,0.015,3.25,887.25
600465,17.03.2024,4,Lombardia,Store,37,3.3,0.064,3.09,114.33
600466,18.03.2024,2,Liguria,Restaurant,407,3.6,0.058,3.39,1379.73
600467,18.03.2024,3,Emilia-Romagna,Store,116,3.9,0.011,3.86,447.76
600468,18.03.2024,1,Lombardia,Restaurant,414,3.2,0.042,3.07,1270.98
600469,18.03.2024,7,Emilia-Romagna,Restaurant,316,4.5,0.049,4.28,1352.48
600470,18.03.2024,5,Liguria,Restaurant,371,2.8,0.028,2.72,1009.12
600471,19.03.2024,3,Liguria,Store,500,3.9,0.037,3.76,1880
600472,19.03.2024,1,Lombardia,Store,45,3.2,0.02,3.14,141.3
600473,19.03.2024,5,Emilia-Romagna,Store,86,2.8,0.027,2.72,233.92
600474,19.03.2024,4,Liguria,Store,95,3.3,0.042,3.16,300.2
600475,19.03.2024,1,Emilia-Romagna,Store,245,3.2,0.029,3.11,761.95
600476,19.03.2024,5,Liguria,Store,404,2.8,0.011,2.77,1119.08
600477,19.03.2024,3,Liguria,Restaurant,231,3.9,0.006,3.88,896.28
600478,19.03.2024,3,Lombardia,Restaurant,18,3.9,0.011,3.86,69.48
600479,20.03.2024,2,Liguria,Store,292,3.6,0.023,3.52,1027.84
600480,20.03.2024,6,Aosta,Store,264,3.1,0.037,2.99,789.36
600481,20.03.2024,3,Lombardia,Store,388,3.9,0.026,3.8,1474.4
600482,20.03.2024,1,Liguria,Store,167,3.2,0,3.2,534.4
600483,20.03.2024,2,Lombardia,Restaurant,513,3.6,0.053,3.41,1749.33
600484,21.03.2024,4,Emilia-Romagna,Restaurant,60,3.3,0.008,3.27,196.2
600485,21.03.2024,2,Toscana,Private,243,3.6,0.006,3.58,869.94
600486,21.03.2024,1,Liguria,Store,404,3.2,0.025,3.12,1260.48
600487,21.03.2024,1,Liguria,Store,414,3.2,0.029,3.11,1287.54
600488,21.03.2024,2,Lombardia,Store,153,3.6,0.048,3.43,524.79
600489,21.03.2024,7,Lombardia,Restaurant,350,4.5,0.005,4.48,1568
600490,22.03.2024,2,Toscana,Restaurant,646,3.6,0.027,3.5,2261
600491,22.03.2024,6,Toscana,Store,932,3.1,0.019,3.04,2833.28
600492,22.03.2024,1,Lombardia,Restaurant,46,3.2,0.019,3.14,144.44
600493,23.03.2024,1,Emilia-Romagna,Restaurant,170,3.2,0.039,3.08,523.6
600494,23.03.2024,1,Lombardia,Store,154,3.2,0,3.2,492.8
600495,23.03.2024,5,Lombardia,Store,93,2.8,0.055,2.65,246.45
600496,23.03.2024,7,Emilia-Romagna,Store,235,4.5,0.065,4.21,989.35
600497,23.03.2024,6,Lombardia,Store,416,3.1,0.007,3.08,1281.28
600498,23.03.2024,4,Toscana,Store,288,3.3,0.024,3.22,927.36
600499,23.03.2024,6,Liguria,Store,268,3.1,0.037,2.99,801.32
600500,24.03.2024,2,Lombardia,Restaurant,142,3.6,0.038,3.46,491.32
600501,24.03.2024,5,Lombardia,Store,201,2.8,0.043,2.68,538.68
600502,24.03.2024,1,Lombardia,Store,330,3.2,0.047,3.05,1006.5
600503,24.03.2024,1,Toscana,Restaurant,628,3.2,0.028,3.11,1953.08
600504,24.03.2024,1,Lombardia,Store,49,3.2,0.003,3.19,156.31
600505,24.03.2024,5,Aosta,Store,274,2.8,0.04,2.69,737.06
600506,25.03.2024,1,Lombardia,Store,301,3.2,0.05,3.04,915.04
600507,25.03.2024,6,Lombardia,Store,388,3.1,0.006,3.08,1195.04
600508,25.03.2024,4,Liguria,Store,19,3.3,0.059,3.11,59.09
600509,25.03.2024,3,Lombardia,Store,255,3.9,0.038,3.75,956.25
600510,25.03.2024,1,Liguria,Store,178,3.2,0.031,3.1,551.8
600511,25.03.2024,4,Liguria,Private,426,3.3,0.075,3.05,1299.3
600512,25.03.2024,5,Lombardia,Store,57,2.8,0.047,2.67,152.19
600513,26.03.2024,2,Emilia-Romagna,Store,85,3.6,0.037,3.47,294.95
600514,26.03.2024,6,Liguria,Store,444,3.1,0.012,3.06,1358.64
600515,26.03.2024,4,Lombardia,Restaurant,193,3.3,0.05,3.13,604.09
600516,26.03.2024,4,Lombardia,Store,380,3.3,0.012,3.26,1238.8
600517,26.03.2024,1,Liguria,Private,522,3.2,0.001,3.2,1670.4
600518,27.03.2024,6,Liguria,Store,687,3.1,0.036,2.99,2054.13
600519,27.03.2024,4,Liguria,Store,635,3.3,0.05,3.13,1987.55
600520,27.03.2024,1,Emilia-Romagna,Store,302,3.2,0.027,3.11,939.22
600521,28.03.2024,1,Emilia-Romagna,Restaurant,439,3.2,0.041,3.07,1347.73
600522,28.03.2024,6,Toscana,Restaurant,97,3.1,0.024,3.03,293.91
600523,28.03.2024,4,Emilia-Romagna,Restaurant,28,3.3,0.065,3.09,86.52
600524,28.03.2024,6,Piemonte,Store,371,3.1,0,3.1,1150.1
600525,28.03.2024,5,Lombardia,Store,425,2.8,0.034,2.7,1147.5
600526,28.03.2024,1,Liguria,Restaurant,137,3.2,0.042,3.07,420.59
600527,28.03.2024,7,Emilia-Romagna,Store,77,4.5,0.032,4.36,335.72
600528,28.03.2024,6,Toscana,Store,50,3.1,0.014,3.06,153
600529,29.03.2024,2,Toscana,Store,276,3.6,0.069,3.35,924.6
600530,29.03.2024,4,Lombardia,Store,316,3.3,0,3.3,1042.8
600531,29.03.2024,3,Toscana,Store,267,3.9,0.034,3.77,1006.59
600532,29.03.2024,2,Liguria,Store,174,3.6,0.022,3.52,612.48
600533,29.03.2024,2,Emilia-Romagna,Store,292,3.6,0.055,3.4,992.8
600534,29.03.2024,4,Aosta,Store,299,3.3,0.038,3.17,947.83
600535,30.03.2024,6,Emilia-Romagna,Restaurant,809,3.1,0.051,2.94,2378.46
600536,30.03.2024,1,Aosta,Restaurant,242,3.2,0.029,3.11,752.62
600537,30.03.2024,1,Piemonte,Store,573,3.2,0.057,3.02,1730.46
600538,31.03.2024,6,Lombardia,Restaurant,375,3.1,0,3.1,1162.5
600539,31.03.2024,4,Emilia-Romagna,Store,329,3.3,0.008,3.27,1075.83
600540,31.03.2024,2,Toscana,Store,42,3.6,0.036,3.47,145.74
600541,31.03.2024,2,Piemonte,Store,43,3.6,0.041,3.45,148.35
600542,31.03.2024,7,Toscana,Store,409,4.5,0.033,4.35,1779.15
600543,31.03.2024,2,Lombardia,Store,113,3.6,0.063,3.37,380.81
600544,31.03.2024,3,Liguria,Store,40,3.9,0.038,3.75,150
600545,31.03.2024,4,Toscana,Store,273,3.3,0.035,3.18,868.14
600546,01.04.2024,4,Lombardia,Store,313,3.3,0.035,3.18,995.34
600547,01.04.2024,3,Lombardia,Store,196,3.9,0.043,3.73,731.08
600548,01.04.2024,1,Emilia-Romagna,Store,44,3.2,0.028,3.11,136.84
600549,01.04.2024,3,Liguria,Store,192,3.9,0.022,3.81,731.52
600550,01.04.2024,1,Lombardia,Store,366,3.2,0.071,2.97,1087.02
600551,01.04.2024,1,Toscana,Restaurant,20,3.2,0.058,3.01,60.2
600552,01.04.2024,4,Piemonte,Store,132,3.3,0.009,3.27,431.64
600553,01.04.2024,6,Emilia-Romagna,Store,282,3.1,0.039,2.98,840.36
600554,01.04.2024,6,Emilia-Romagna,Store,79,3.1,0.036,2.99,236.21
600555,02.04.2024,5,Liguria,Store,293,2.8,0.018,2.75,805.75
600556,02.04.2024,4,Toscana,Store,241,3.3,0.053,3.13,754.33
600557,02.04.2024,2,Liguria,Store,131,3.6,0.028,3.5,458.5
600558,02.04.2024,7,Emilia-Romagna,Store,424,4.5,0.013,4.44,1882.56
600559,02.04.2024,4,Lombardia,Store,19,3.3,0.023,3.22,61.18
600560,02.04.2024,1,Toscana,Store,516,3.2,0.015,3.15,1625.4
600561,03.04.2024,1,Emilia-Romagna,Store,543,3.2,0.013,3.16,1715.88
600562,03.04.2024,1,Piemonte,Restaurant,184,3.2,0.046,3.05,561.2
600563,03.04.2024,2,Aosta,Restaurant,263,3.6,0.019,3.53,928.39
600564,03.04.2024,2,Toscana,Restaurant,499,3.6,0.016,3.54,1766.46
600565,03.04.2024,1,Emilia-Romagna,Store,135,3.2,0.017,3.15,425.25
600566,04.04.2024,2,Piemonte,Store,586,3.6,0.051,3.42,2004.12
600567,04.04.2024,7,Lombardia,Restaurant,126,4.5,0.04,4.32,544.32
600568,04.04.2024,4,Toscana,Store,912,3.3,0.023,3.22,2936.64
600569,05.04.2024,1,Lombardia,Store,396,3.2,0.058,3.01,1191.96
600570,05.04.2024,5,Lombardia,Store,296,2.8,0,2.8,828.8
600571,05.04.2024,7,Lombardia,Store,109,4.5,0,4.5,490.5
600572,05.04.2024,3,Lombardia,Restaurant,34,3.9,0.007,3.87,131.58
600573,05.04.2024,1,Emilia-Romagna,Private,394,3.2,0.068,2.98,1174.12
600574,05.04.2024,7,Lombardia,Store,260,4.5,0.043,4.31,1120.6
600575,05.04.2024,3,Lombardia,Private,135,3.9,0.043,3.73,503.55
600576,06.04.2024,4,Liguria,,530,3.3,,3.27,1733.1
600577,06.04.2024,2,Lombardia,Store,237,3.6,0.027,3.5,829.5
600578,06.04.2024,1,Lombardia,Store,419,3.2,0.03,3.1,1298.9
600579,06.04.2024,1,Piemonte,Private,176,3.2,0.034,3.09,543.84
600580,06.04.2024,6,Piemonte,Store,262,3.1,0.018,3.04,796.48
600581,07.04.2024,1,Liguria,Store,567,3.2,0.011,3.16,1791.72
600582,07.04.2024,2,Liguria,Store,604,3.6,0.005,3.58,2162.32
600583,07.04.2024,4,Lombardia,Store,453,3.3,0.057,3.11,1408.83
600584,08.04.2024,4,Emilia-Romagna,Restaurant,341,3.3,0.046,3.15,1074.15
600585,08.04.2024,2,Liguria,Store,547,3.6,0.016,3.54,1936.38
600586,08.04.2024,4,Lombardia,Store,286,3.3,0.039,3.17,906.62
600587,08.04.2024,3,Liguria,Store,49,3.9,0.022,3.81,186.69
600588,08.04.2024,4,Emilia-Romagna,Restaurant,401,3.3,0.009,3.27,1311.27
600589,09.04.2024,1,Emilia-Romagna,Restaurant,245,3.2,0.03,3.1,759.5
600590,09.04.2024,1,Piemonte,Store,173,3.2,0.045,3.06,529.38
600591,09.04.2024,6,Lombardia,Store,15,3.1,0.08,2.85,42.75
600592,09.04.2024,6,Lombardia,Restaurant,58,3.1,0.048,2.95,171.1
600593,09.04.2024,3,Piemonte,Store,388,3.9,0.061,3.66,1420.08
600594,09.04.2024,1,Aosta,Store,100,3.2,0.022,3.13,313
600595,09.04.2024,7,Toscana,Store,105,4.5,0.043,4.31,452.55
600596,09.04.2024,5,Lombardia,Store,530,2.8,0.018,2.75,1457.5
600597,09.04.2024,1,Toscana,Restaurant,10,3.2,0.03,3.1,31
600598,10.04.2024,5,Aosta,Store,71,2.8,0.001,2.8,198.8
600599,10.04.2024,6,Piemonte,Restaurant,432,3.1,0.026,3.02,1304.64
600600,10.04.2024,6,Toscana,Store,10,3.1,0.024,3.03,30.3
600601,10.04.2024,7,Aosta,Store,43,4.5,0.049,4.28,184.04
600602,10.04.2024,4,Lombardia,Restaurant,160,3.3,0.016,3.25,520
600603,10.04.2024,3,Lombardia,Store,324,3.9,0,3.9,1263.6
600604,10.04.2024,6,Lombardia,Store,49,3.1,0.026,3.02,147.98
600605,10.04.2024,5,Lombardia,Restaurant,535,2.8,0.038,2.69,1439.15
600606,11.04.2024,2,Lombardia,Store,160,3.6,0.044,3.44,550.4
600607,11.04.2024,5,Liguria,Store,239,2.8,0.019,2.75,657.25
600608,11.04.2024,4,Toscana,Store,31,3.3,0.053,3.13,97.03
600609,11.04.2024,3,Lombardia,Restaurant,266,3.9,0.025,3.8,1010.8
600610,11.04.2024,5,Lombardia,Store,164,2.8,0.015,2.76,452.64
600611,11.04.2024,6,Lombardia,Store,332,3.1,0.014,3.06,1015.92
600612,11.04.2024,3,Liguria,Store,107,3.9,0.042,3.74,400.18
600613,11.04.2024,5,Liguria,Store,309,2.8,0.02,2.74,846.66
600614,11.04.2024,2,Lombardia,Store,16,3.6,0.037,3.47,55.52
600615,12.04.2024,7,Emilia-Romagna,Store,75,4.5,0.047,4.29,321.75
600616,12.04.2024,1,Lombardia,Restaurant,331,3.2,0.05,3.04,1006.24
600617,12.04.2024,3,Lombardia,Store,236,3.9,0.042,3.74,882.64
600618,12.04.2024,3,Toscana,Restaurant,345,3.9,0.055,3.69,1273.05
600619,12.04.2024,6,Lombardia,Store,40,3.1,0.045,2.96,118.4
600620,12.04.2024,4,Aosta,Restaurant,128,3.3,0.021,3.23,413.44
600621,12.04.2024,2,Emilia-Romagna,Restaurant,16,3.6,0.025,3.51,56.16
600622,12.04.2024,1,Lombardia,Store,92,3.2,0.04,3.07,282.44
600623,12.04.2024,6,Toscana,Store,92,3.1,0.037,2.99,275.08
600624,12.04.2024,2,Liguria,Store,269,3.6,0.024,3.51,944.19
600625,13.04.2024,2,Lombardia,Store,242,3.6,0.016,3.54,856.68
600626,13.04.2024,7,Liguria,Store,92,4.5,0,4.5,414
600627,13.04.2024,3,Emilia-Romagna,Store,483,3.9,0.005,3.88,1874.04
600628,13.04.2024,2,Liguria,Store,318,3.6,0.03,3.49,1109.82
600629,13.04.2024,1,Lombardia,Store,489,3.2,0.031,3.1,1515.9
600630,14.04.2024,6,Liguria,Store,398,3.1,0.03,3.01,1197.98
600631,14.04.2024,5,Lombardia,Store,309,2.8,0,2.8,865.2
600632,14.04.2024,1,Liguria,Restaurant,318,3.2,0.05,3.04,966.72
600633,14.04.2024,1,Liguria,Store,228,3.2,0.037,3.08,702.24
600634,14.04.2024,3,Lombardia,Store,371,3.9,0.045,3.72,1380.12
600635,15.04.2024,1,Emilia-Romagna,Store,194,3.2,0.064,3,582
600636,15.04.2024,2,Toscana,Restaurant,12,3.6,0.043,3.45,41.4
600637,15.04.2024,4,Liguria,Store,285,3.3,0.039,3.17,903.45
600638,15.04.2024,1,Emilia-Romagna,Store,44,3.2,0.039,3.08,135.52
600639,15.04.2024,6,Emilia-Romagna,Store,103,3.1,0.031,3,309
600640,15.04.2024,4,Emilia-Romagna,Restaurant,150,3.3,0.038,3.17,475.5
600641,15.04.2024,1,Liguria,Store,367,3.2,0.041,3.07,1126.69
600642,15.04.2024,3,Piemonte,Store,113,3.9,0.051,3.7,418.1
600643,15.04.2024,1,Piemonte,Store,177,3.2,0.01,3.17,561.09
600644,15.04.2024,2,Toscana,Store,179,3.6,0,3.6,644.4
600645,16.04.2024,4,Lombardia,Store,31,3.3,0.03,3.2,99.2
600646,16.04.2024,6,Liguria,Store,328,3.1,0.051,2.94,964.32
600647,16.04.2024,1,Lombardia,Store,151,3.2,0.02,3.14,474.14
600648,16.04.2024,2,Liguria,Store,406,3.6,0.015,3.55,1441.3
600649,16.04.2024,6,Toscana,Store,415,3.1,0.007,3.08,1278.2
600650,16.04.2024,2,Lombardia,Store,293,3.6,0.01,3.56,1043.08
600651,17.04.2024,6,Emilia-Romagna,Store,53,3.1,0.034,2.99,158.47
600652,17.04.2024,1,Toscana,Store,906,3.2,0.053,3.03,2745.18
600653,17.04.2024,2,Emilia-Romagna,Restaurant,665,3.6,0.019,3.53,2347.45
600654,18.04.2024,5,Emilia-Romagna,Store,26,2.8,0.022,2.74,71.24
600655,18.04.2024,6,Aosta,Store,484,3.1,0.027,3.02,1461.68
600656,18.04.2024,6,Lombardia,Store,53,3.1,0.021,3.03,160.59
600657,18.04.2024,6,Toscana,Store,466,3.1,0.039,2.98,1388.68
600658,18.04.2024,4,Liguria,Store,37,3.3,0.037,3.18,117.66
600659,18.04.2024,5,Liguria,Restaurant,65,2.8,0.072,2.6,169
600660,18.04.2024,1,Lombardia,Restaurant,493,3.2,0.005,3.18,1567.74
600661,19.04.2024,4,Aosta,Restaurant,514,3.3,0.013,3.26,1675.64
600662,19.04.2024,2,Emilia-Romagna,Store,386,3.6,0.019,3.53,1362.58
600663,19.04.2024,5,Liguria,Store,362,2.8,0.011,2.77,1002.74
600664,19.04.2024,1,Toscana,Store,362,3.2,0,3.2,1158.4
600665,20.04.2024,6,Lombardia,Store,260,3.1,0.036,2.99,777.4
600666,20.04.2024,3,Emilia-Romagna,Restaurant,380,3.9,0.019,3.83,1455.4
600667,20.04.2024,5,Lombardia,Store,17,2.8,0.043,2.68,45.56
600668,20.04.2024,5,Lombardia,Store,429,2.8,0.022,2.74,1175.46
600669,20.04.2024,4,Lombardia,Store,165,3.3,0,3.3,544.5
600670,20.04.2024,5,Lombardia,Store,373,2.8,0.009,2.77,1033.21
600671,21.04.2024,2,Lombardia,Store,345,3.6,0.053,3.41,1176.45
600672,21.04.2024,4,Toscana,Store,262,3.3,0.031,3.2,838.4
600673,21.04.2024,1,Lombardia,Store,567,3.2,0.052,3.03,1718.01
600674,21.04.2024,6,Liguria,Store,450,3.1,0.065,2.9,1305
600675,22.04.2024,6,Lombardia,Restaurant,593,3.1,0.039,2.98,1767.14
600676,22.04.2024,4,Emilia-Romagna,Store,173,3.3,0.055,3.12,539.76
600677,22.04.2024,4,Lombardia,Restaurant,444,3.3,0.04,3.17,1407.48
600678,22.04.2024,4,Lombardia,Store,414,3.3,0.009,3.27,1353.78
600679,23.04.2024,4,Emilia-Romagna,Store,127,3.3,0.033,3.19,405.13
600680,23.04.2024,5,Lombardia,Store,225,2.8,0.041,2.69,605.25
600681,23.04.2024,3,Toscana,Restaurant,188,3.9,0.035,3.76,706.88
600682,23.04.2024,1,Emilia-Romagna,Store,90,3.2,0.038,3.08,277.2
600683,23.04.2024,1,Lombardia,Restaurant,222,3.2,0.028,3.11,690.42
600684,23.04.2024,3,Aosta,Store,241,3.9,0.012,3.85,927.85
600685,23.04.2024,3,Lombardia,Restaurant,163,3.9,0.05,3.7,603.1
600686,23.04.2024,3,Toscana,Store,167,3.9,0.031,3.78,631.26
600687,23.04.2024,6,Aosta,Store,20,3.1,0.052,2.94,58.8
600688,23.04.2024,3,Lombardia,Private,181,3.9,0.067,3.64,658.84
600689,24.04.2024,2,Liguria,Store,236,3.6,0.023,3.52,830.72
600690,24.04.2024,2,Lombardia,Store,231,3.6,0.035,3.47,801.57
600691,24.04.2024,1,Aosta,Store,261,3.2,0.058,3.01,785.61
600692,24.04.2024,1,Liguria,Restaurant,336,3.2,0.024,3.12,1048.32
600693,24.04.2024,1,Lombardia,Store,43,3.2,0.056,3.02,129.86
